Date,BL,MVO Min Vol,HRP,NCO,Equal Weight,S&P 500
2010-02-28,0.04221476516445,0.041527969989733515,0.040882293260064095,0.04145431102064778,0.027470160349291506,0.031194697701817153
2010-03-31,0.08121536142340835,0.07943308999696241,0.07838734865694241,0.07942520635726402,0.061340655828826085,0.09397357700225717
2010-04-30,0.15927493228786238,0.15104362925806325,0.14699934940187132,0.1498367744737399,0.1357369640423982,0.11089723151200004
2010-05-31,0.12402640665228848,0.11702409064046604,0.11186688444078285,0.11505734675392332,0.097795955489139,0.022631464108137322
2010-06-30,0.069501352105233,0.06660568243737708,0.060428460992904,0.06335529957860087,0.05823211017267571,-0.03028080630572738
2010-07-31,0.10383815033834676,0.10142173903432616,0.09443650760502798,0.09795266676529013,0.12685114225812244,0.035952155198033964
2010-08-31,0.08077414138601391,0.08027745558232979,0.07084243304173232,0.07566872665274604,0.10178971660158465,-0.010645196881166497
2010-09-30,0.17256269358179122,0.16779287414052524,0.15616012582043104,0.16268500270768738,0.16382149936808088,0.07795564820963685
2010-10-31,0.2604251908080564,0.25146914180423874,0.23917679379696932,0.2464938133224881,0.20484205222434593,0.11913583189183785
2010-11-30,0.25723645762292313,0.24702250264111347,0.2356684634802657,0.24237360818461795,0.1994044792302283,0.11913583189183763
2010-12-31,0.3047877669685748,0.2911605759153779,0.2794429529149707,0.2867582946479772,0.2526538935763185,0.19395263108620786
2011-01-31,0.27229480223347946,0.26208315323790776,0.2525461747988109,0.25833091788769424,0.2821080641253557,0.22177205488171814
2011-02-28,0.2744483479775548,0.26269281374959763,0.25101291988511365,0.25856761745814083,0.30854168069538046,0.2642132662658898
2011-03-31,0.31812415734647437,0.3049222352249621,0.29185324420527814,0.30048780482472637,0.3102709113897546,0.2643645212263026
2011-04-30,0.3459096408364619,0.32908629069405704,0.3138231151701121,0.32421147746410584,0.3318464227925275,0.30098303380799973
2011-05-31,0.2807313326349701,0.26607423814719167,0.25026516693836975,0.2606818735779919,0.3163663149414009,0.28639295943765464
2011-06-30,0.24080127231443016,0.22619189312120502,0.21167921886212238,0.22112009690277534,0.3113454415198549,0.2646918130332969
2011-07-31,0.21687548071449325,0.20251652152185562,0.18692980708432771,0.1972397941940882,0.2939618201355596,0.23939254564661971
2011-08-31,0.3181134536964274,0.3005893920956455,0.27831457118085967,0.29307256849785546,0.2842290116847037,0.17125584154632856
2011-09-30,0.2544468359878955,0.24476099599736933,0.22050495034709017,0.2352856832636383,0.21829567347928935,0.08994647302486936
2011-10-31,0.3568920867851699,0.34094161592160344,0.31359855094204203,0.33063813102205275,0.34981846727484145,0.20891025595985502
2011-11-30,0.3932288998710818,0.37591136256877467,0.34574640511437926,0.36461683908581466,0.3703035724430752,0.20399812531202954
2011-12-31,0.37530748050412877,0.3608161622624011,0.3300498726212939,0.3485634631569605,0.3865704212427923,0.21657754366122206
2012-01-31,0.366674234225421,0.35001634718018515,0.3187276290401886,0.33810506684089603,0.4495176850681242,0.2729961186438987
2012-02-29,0.38921317344484674,0.3722679215561695,0.3399913139943722,0.36016029849234976,0.46542714292432863,0.32825136922295006
2012-03-31,0.44812107857129746,0.42848015399115913,0.3954807010131536,0.4162934617661429,0.490119255602808,0.37097258743590844
2012-04-30,0.556776233790343,0.5325210798574014,0.4937909620326164,0.5179083681796302,0.5204604109806943,0.36182057040875937
2012-05-31,0.4965415608634942,0.47777692919337555,0.4392308392198716,0.4625080566937929,0.43275146331287395,0.2800355985623111
2012-06-30,0.479903964804935,0.46370241161605397,0.42448255014151326,0.4486608643559291,0.48227449564040015,0.3319809006667964
2012-07-31,0.5218290824366352,0.5046123567431822,0.4619639597770313,0.4883116582420479,0.4836841254172619,0.3477374327826974
2012-08-31,0.4773364084492464,0.4614838986196328,0.42063994075653377,0.4461339214366453,0.49658676661055545,0.38150213551495327
2012-09-30,0.5037788578673008,0.48595620333899836,0.44461349170654896,0.47086653674613377,0.5430442135668145,0.41652425785847247
2012-10-31,0.5372394705079044,0.5202407598995415,0.47914841555129306,0.5049249218725258,0.5506679498153078,0.3907455891565892
2012-11-30,0.6012024961216411,0.5811968098647433,0.5367697342427376,0.5648066395484417,0.5626617659940676,0.3986167339828819
2012-12-31,0.6114736782789447,0.5915484597625442,0.5492703376538828,0.5757362040855931,0.5788926818094948,0.41111335614533195
2013-01-31,0.700903566202292,0.6761633254251689,0.6319947146468485,0.6597552759726792,0.6375459247668418,0.4833480916903228
2013-02-28,0.7424930447252265,0.7163109381341806,0.6703456413162177,0.6986681599722964,0.6533930419383793,0.5022737617934749
2013-03-31,0.8216351728309383,0.7926936754874807,0.7431544688545926,0.7741064344340773,0.6896688185205708,0.5593176758654657
2013-04-30,0.7947475011086413,0.7687073885368607,0.717355863478202,0.7487604717773195,0.6937308355111929,0.5892744186558823
2013-05-31,0.8263122215212195,0.7982764807594496,0.7491986074908659,0.7791059238465183,0.7281496842857804,0.626796947859104
2013-06-30,0.8320562339231039,0.8052794745156369,0.7590009604994365,0.7863815356061246,0.6957299610416914,0.605088775172844
2013-07-31,0.938639814091037,0.9041014956230045,0.8532036122940632,0.884108787432228,0.7836387939829383,0.6880338431312321
2013-08-31,0.8670951442665396,0.8344565603482821,0.7859613988617866,0.8159463954389379,0.7529151031809946,0.6374064436322242
2013-09-30,0.9388374908762176,0.9017609472005521,0.8506829327078269,0.8818521437321378,0.7903866554785395,0.689224513064423
2013-10-31,0.9307972760513141,0.8944456628064996,0.841172670657246,0.8739756483881089,0.8192381261360189,0.767446780187329
2013-11-30,1.0055055032411868,0.9647601732200419,0.9107466505370088,0.9436860740681163,0.8610186666188968,0.8198303703629162
2013-12-31,1.1024727332652704,1.056079026434643,0.9988943881273507,1.0337342608564697,0.9048124295581326,0.8670120432370814
2014-01-31,1.0840038855003726,1.0419552408405677,0.9833857217361153,1.0188498344237842,0.8745663837595341,0.8012025576425743
2014-02-28,1.2991410763172175,1.2428350720088779,1.1742854699293486,1.216541738576109,0.9643690357388899,0.8831861643773984
2014-03-31,1.2968444152757383,1.240616269860718,1.1710855319972349,1.213710213068575,0.9810596785046561,0.8988080577400885
2014-04-30,1.3241753712540794,1.2666258832372663,1.1932216702101415,1.2383409886336487,1.0150604298745658,0.9120074030425351
2014-05-31,1.3071448310098637,1.2511035298629554,1.1764286273192481,1.2218979287097795,1.016576859388444,0.9563783732562272
2014-06-30,1.3138409188136833,1.2569569237679872,1.1808197956331146,1.227932623503306,1.038597354124731,0.9967679103248956
2014-07-31,1.313416029832776,1.2592590251369558,1.1836305219113914,1.2300718090737264,0.9953507057812343,0.9699362488352052
2014-08-31,1.430483784953437,1.3683105238067457,1.2838250869811159,1.335735771482161,1.068909377016511,1.0476763610999993
2014-09-30,1.484993161145463,1.4192482684763288,1.333808124586382,1.3862371838133023,1.0436805607225872,1.0194259603645563
2014-10-31,1.695182009075936,1.6093530529850333,1.5122494553553922,1.5712129363238128,1.1551531050789472,1.0669851534663422
2014-11-30,1.7654826305574214,1.674288019191919,1.5717385910491477,1.6340704530253891,1.1731172889090562,1.1237700446054983
2014-12-31,1.8216920848907474,1.7264218101516993,1.617887405502099,1.6835656274672761,1.2438958519622547,1.1183824055824387
2015-01-31,1.8738311485019103,1.7818491686478395,1.6625607252564603,1.735830024425495,1.2262160008157608,1.0556166293482487
2015-02-28,2.0579286686811686,1.9483740588915244,1.8237615752678709,1.900361601796626,1.2880665423698758,1.171151681664615
2015-03-31,1.99301662477095,1.8869108095573335,1.7671878188029235,1.8397946526633122,1.2793018447185025,1.1370521860946856
