Date,BL,MVO Min Vol,HRP,NCO,Equal Weight,S&P 500
2010-02-28,0.042214837034721286,0.04152811714773774,0.04088248483910295,0.04145445759799293,0.02747025735991282,0.0311947006637463
2010-03-31,0.03742095019790237,0.03639373941020718,0.03603192927324628,0.03645987810755935,0.03296465940986826,0.06087957523573717
2010-04-30,0.07219615482038444,0.06634093003476016,0.06362472650003159,0.06523068837242674,0.07009658607136182,0.015470418089429172
2010-05-31,-0.03040581597415748,-0.029555425997245144,-0.030629964674255605,-0.030247327777358723,-0.03340629116616778,-0.07945480649916281
2010-06-30,-0.0485087246870568,-0.04513644105649928,-0.046263190370123164,-0.04636720154143348,-0.036039524918136445,-0.051740736995852354
2010-07-31,0.032105357387794076,0.032641955941730805,0.03207023566175238,0.03253613666948363,0.06484321328120513,0.06830045734950785
2010-08-31,-0.02089494306503581,-0.019197559866513836,-0.021558564897627974,-0.02029617673038342,-0.022240329244781476,-0.044980499568856414
2010-09-30,0.08492893024196779,0.0810122310250907,0.0796738683691085,0.08089595655920179,0.05630101103014429,0.0895550735443511
2010-10-31,0.07493207432303639,0.0716532096228617,0.07180359740769626,0.0720819896150029,0.03524648679855602,0.038201923559686435
2010-11-30,-0.00252989310144347,-0.0035531920743038237,-0.0028311544800069255,-0.0033054583444090957,-0.004513090494097427,0.0
2010-12-31,0.037822479503204054,0.035395043400055615,0.03542602114736515,0.03572600956725136,0.044396456095808334,0.06685202950160551
2011-01-31,-0.024902790773003947,-0.022520359087994213,-0.02102220425958201,-0.022092203760683993,0.023513610283603548,0.023300196619018054
2011-02-28,0.0016925990060543405,0.0004830519084126905,-0.0012240925513479217,0.00018812767365616878,0.02061709459964245,0.03473766048300364
2011-03-31,0.03426990942863695,0.03344353396956867,0.03264538896861491,0.03330744220669857,0.0013214889706976152,0.00012009417365965724
2011-04-30,0.021079795976327365,0.018517792010684264,0.017006671457033162,0.018242330308328114,0.01646638767682762,0.028961148680361815
2011-05-31,-0.04842711314907977,-0.047410071743664184,-0.048376368181092255,-0.04797545385955082,-0.011622862951328972,-0.011214584126568505
2011-06-30,-0.031177524661179845,-0.03150094655132529,-0.030862412267483985,-0.03138140697879621,-0.0038145804348777013,-0.016869473088595544
2011-07-31,-0.019282610222939645,-0.01930792134644732,-0.020425543678743607,-0.01955591403352397,-0.013255938696362879,-0.02000474338889191
2011-08-31,0.08319500384623213,0.08155644456453492,0.0769926445185598,0.08004486084623341,-0.007521746877795388,-0.05497529482570307
2011-09-30,-0.04830128256580113,-0.04292550699701514,-0.04522342412756186,-0.04468973713631785,-0.051340940244650635,-0.06942114229977558
2011-10-31,0.0816659314227346,0.07726845487517875,0.07627480906757356,0.077190741964972,0.10795657332479158,0.10914751904511699
2011-11-30,0.02677939496128623,0.026078473115904277,0.024473144617533915,0.025535654876165603,0.015176097489167262,-0.004063739925671328
2011-12-31,-0.012863367616359755,-0.010970929066065782,-0.011663694487861198,-0.011763957670604341,0.011871115114310049,0.01044811454299377
2012-01-31,-0.006277461991595623,-0.007936650107299714,-0.008513078081003544,-0.007755577402330349,0.04539743779195904,0.04637450186765513
