,0
sample_portfolio_variance,0.020039998970212015
raw_factor_model_variance,0.009448790119381855
factor_variance,0.013796999306240334
specific_variance,0.0062429996639716805
total_variance,0.020039998970212015
predicted_volatility,0.14156270331627613
factor_risk_share,0.6884730546517771
specific_risk_share,0.31152694534822284
