forecast_date,realized_start_date,realized_end_date,predicted_volatility,realized_volatility,forecast_error
2020-09-08,2020-09-09,2021-09-08,0.16772797864133038,0.10145094368643702,-0.06627703495489336
2020-10-07,2020-10-08,2021-10-07,0.11306954512154528,0.100665908840784,-0.012403636280761285
2020-11-05,2020-11-06,2021-11-05,0.14449934470111753,0.09967719021200566,-0.044822154489111865
2020-12-07,2020-12-08,2021-12-07,0.09008550903118913,0.08611879336416009,-0.003966715667029039
2021-01-07,2021-01-08,2022-01-07,0.0904322735302302,0.10315112560219772,0.012718852071967518
2021-02-08,2021-02-09,2022-02-08,0.09046535497925116,0.10135730707109154,0.010891952091840379
2021-03-10,2021-03-11,2022-03-10,0.08611856832394663,0.08972903114523309,0.0036104628212864642
2021-04-09,2021-04-12,2022-04-08,0.0925882244847949,0.10959798267416031,0.017009758189365412
2021-05-10,2021-05-11,2022-05-10,0.10379677248488835,0.12654512222737282,0.022748349742484478
2021-06-09,2021-06-10,2022-06-09,0.11377548366634907,0.13841294637692866,0.024637462710579594
2021-07-09,2021-07-12,2022-07-08,0.13569670318762433,0.14114513550070368,0.005448432313079343
2021-08-09,2021-08-10,2022-08-09,0.08680878296094037,0.1370166714817227,0.050207888520782326
2021-09-08,2021-09-09,2022-09-08,0.072337858382999,0.12367740206295666,0.05133954367995766
2021-10-07,2021-10-08,2022-10-07,0.0716281421550976,0.14846726120445533,0.07683911904935774
2021-11-05,2021-11-08,2022-11-04,0.06650682069742694,0.14024773609596575,0.0737409153985388
2021-12-07,2021-12-08,2022-12-07,0.07533780704868517,0.1538049342367942,0.07846712718810903
2022-01-06,2022-01-07,2023-01-06,0.06608397265418918,0.14134346151764696,0.07525948886345778
2022-02-07,2022-02-08,2023-02-07,0.06306542611949353,0.15256387608397315,0.08949844996447961
2022-03-09,2022-03-10,2023-03-09,0.0626860327954216,0.14559790540547393,0.08291187261005233
2022-04-07,2022-04-08,2023-04-06,0.08553538246962598,0.1368777934776897,0.05134241100806371
2022-05-09,2022-05-10,2023-05-09,0.11592036851463801,0.14983545183009728,0.03391508331545927
2022-06-08,2022-06-09,2023-06-08,0.11444627717781258,0.12005707588059339,0.005610798702780806
2022-07-11,2022-07-12,2023-07-11,0.11584141241789936,0.11733451957501918,0.0014931071571198246
2022-08-09,2022-08-10,2023-08-09,0.11253613667216479,0.12204014546777521,0.009504008795610419
2022-09-08,2022-09-09,2023-09-08,0.12540029496739533,0.13063732282382723,0.005237027856431903
2022-10-07,2022-10-10,2023-10-06,0.13573844176533642,0.11929274689433024,-0.01644569487100618
2022-11-07,2022-11-08,2023-11-07,0.14208606342064972,0.11514473101427482,-0.026941332406374904
2022-12-07,2022-12-08,2023-12-07,0.13918830574287355,0.11231165437206073,-0.026876651370812826
2023-01-09,2023-01-10,2024-01-09,0.13334262782846829,0.10913744411198063,-0.024205183716487652
2023-02-08,2023-02-09,2024-02-08,0.112882695639943,0.10469862517436138,-0.00818407046558163
2023-03-10,2023-03-13,2024-03-08,0.12416770674704027,0.10507752229510589,-0.019090184451934375
2023-04-11,2023-04-12,2024-04-11,0.10342586356660426,0.10355817592162385,0.0001323123550195926
2023-05-10,2023-05-11,2024-05-10,0.09930337257003263,0.10125323485272443,0.0019498622826917972
2023-06-09,2023-06-12,2024-06-07,0.08896118066172706,0.09844198927595726,0.009480808614230202
2023-07-12,2023-07-13,2024-07-12,0.08809028197132558,0.10142848563070586,0.01333820365938028
2023-08-10,2023-08-11,2024-08-09,0.08987659908326466,0.10631608083016814,0.016439481746903475
2023-09-11,2023-09-12,2024-09-11,0.09305694753571857,0.10550663725471236,0.012449689718993795
2023-10-10,2023-10-11,2024-10-10,0.0997183608589862,0.0991197548794051,-0.0005986059795810988
2023-11-08,2023-11-09,2024-11-08,0.09202125751415169,0.10343079760811405,0.011409540093962361
2023-12-08,2023-12-11,2024-12-06,0.0855122325829169,0.10452415342001141,0.019011920837094506
2024-01-10,2024-01-11,2025-01-10,0.08206327575943032,0.10732225584768304,0.025258980088252725
2024-02-09,2024-02-12,2025-02-07,0.0897398785032808,0.10902927162375174,0.01928939312047094
2024-03-12,2024-03-13,2025-03-12,0.11582606567264445,0.10989552152833527,-0.005930544144309172
2024-04-11,2024-04-12,2025-04-11,0.1223407530551932,0.13298329387070107,0.010642540815507875
2024-05-10,2024-05-13,2025-05-09,0.11132471977043858,0.13125738087591848,0.019932661105479907
2024-06-11,2024-06-12,2025-06-11,0.10698849932398395,0.1320142331935152,0.02502573386953126
2024-07-12,2024-07-15,2025-07-11,0.10929519452598414,0.1326860887108901,0.02339089418490596
2024-08-12,2024-08-13,2025-08-12,0.08469911594147443,0.12908416108887766,0.044385045147403226
2024-09-11,2024-09-12,2025-09-11,0.08401883003647505,0.12787813452718996,0.043859304490714915
2024-10-10,2024-10-11,2025-10-10,0.0773654439172533,0.127324301845334,0.049958857928080705
2024-11-08,2024-11-11,2025-11-07,0.07198850628849505,0.12986598792068493,0.05787748163218988
2024-12-10,2024-12-11,2025-12-10,0.10526654959757129,0.1289336925766243,0.023667142979053007
2025-01-13,2025-01-14,2026-01-13,0.10507886325208961,0.13048890243448888,0.02541003918239927
2025-02-12,2025-02-13,2026-02-12,0.1053108849681625,0.14126646241231172,0.03595557744414922
2025-03-14,2025-03-17,2026-03-13,0.09122393321068673,0.13970432888733716,0.04848039567665044
2025-04-14,2025-04-15,2026-04-14,0.08884745862691938,0.12891449172290687,0.040067033095987484
2025-05-14,2025-05-15,2026-04-30,0.08548808991373479,0.1542140567983175,0.06872596688458273
2025-06-13,2025-06-16,2026-04-30,0.07377674856244153,0.14743544707270959,0.07365869851026806
2025-07-16,2025-07-17,2026-04-30,0.07628896778354918,0.14469983108736012,0.06841086330381094
2025-08-14,2025-08-15,2026-04-30,0.07785841429992171,0.1519678261558662,0.0741094118559445
2025-09-15,2025-09-16,2026-04-30,0.0811069151609932,0.16011572310291056,0.07900880794191735
2025-10-14,2025-10-15,2026-04-30,0.11299338059903387,0.16669548035462162,0.05370209975558775
