,VIX Tightness Shock,HY Spread Tightness Shock,T10Y2Y Tightness Shock,Equity Market Beta,TIPS Duration Beta,Credit Market Beta,Downside Market Shock,Real Yield Shock
2016-01-06,0.05992735994615555,-0.017964889676730763,0.2592965880129971,0.004950982221753825,0.00963666779481012,0.0981728879147736,0.014705986267211958,0.00042985229431541784
2016-02-05,0.08749185720538605,0.0019467417971772679,0.20184849599052912,0.019406128429979047,-0.014335940099553829,0.10375834655514474,0.0013751571905059828,0.0001434821801052892
2016-03-08,0.03998540168237281,0.0035532093255846286,0.07217559475184444,0.08416752620677079,0.03338788032303666,0.09714987303203744,-3.4599899304158694e-07,0.0012146490416609817
2016-04-07,0.033384611614165685,0.003147357215878934,0.038324694394928874,0.1409006605068014,-0.01824469985314024,0.1448648631498649,-0.0007681440164599098,0.018422460206299045
2016-05-06,0.029303343656044707,-0.0003313391153456898,0.03496577723026586,0.11125953415354461,-0.009789289378772532,0.1278132561787329,-0.011764270225904818,0.0206892703017621
2016-06-07,0.011891056797055655,0.0009519296741146739,0.014789355846344068,0.12652337655803214,-0.004449572065097697,0.038004829192095115,-0.002063222150750207,0.14311070072863155
2016-07-07,0.16563318185738876,0.03807173555356921,0.003401685920492529,0.004708925612994997,0.023499123522279734,0.011677674130718144,-0.002270517469678911,0.13063021397340285
2016-08-05,0.26162760065459745,-0.011078845800696627,0.00784046411250391,0.014597489622661539,0.00032896205115495145,0.0007599163230537257,0.0007125007898182291,0.11800193764360259
2016-09-06,0.12310253048896115,0.0007335994492718507,0.005953153135546503,0.07480857758734454,0.1837240990905717,-0.00666438776470933,0.1023514525441112,0.017642514202221047
2016-10-05,0.08538372338580512,0.013412286983780901,0.09048880259074062,0.09355079756738652,0.13960064538348838,-0.002044379287739386,0.10311560860743121,0.010380261290273815
2016-11-03,0.2374812329320452,-0.004768201175183748,0.021313046922130055,0.03008867753798598,0.08622544230972477,0.005573791938265231,0.09765912445087735,-0.000669258373250249
2016-12-05,0.12404945181262585,0.0017273940798234473,0.016027458587976048,0.030387004132571175,0.14309063274510103,0.03936277570331201,0.048671674406831865,-0.00029795023666110386
2017-01-05,0.14218355762055063,-0.0016366611748086367,0.023274494143256812,0.00636907639645535,0.16731768004735387,0.029801634669111857,0.035383330046356146,0.0002842845537666267
2017-02-06,0.07353837091298007,0.004631677885775116,0.00625580706464805,-0.0027421016710985264,0.2477073972926878,0.0110663055593545,0.012447829977832848,0.0008091882017858517
2017-03-08,0.05301528977396352,0.002219996764362391,0.03303726100392573,0.011123507402483723,0.2561898449490125,-0.015475522766102832,0.008943978370085991,0.0014637951233163159
2017-04-06,0.057711014286125455,0.025325072371876204,0.061684212375103645,0.004818845315819532,0.29229803213604844,-0.026468741995127772,0.012838140897401182,-8.285426023569803e-05
2017-05-08,0.015559605774755484,0.02070616167000996,0.046156843511918746,0.03381941340087436,0.12574673990368293,-0.0034845972152805797,0.005966893048018988,0.01341651154515385
2017-06-07,-0.0012533171171631408,0.013733424139074583,0.10891134894202603,0.0764947534182235,0.02778541838410959,0.0022552192310262287,0.01451799406274995,0.00465326903535326
2017-07-07,0.010213003857086048,0.0491703816790116,0.1984408456136971,0.07348784384814738,0.02665618123433286,-0.0018613712339878357,0.013374864090918514,0.005045045862384893
2017-08-07,0.028113375223857772,0.022327081481572045,0.08888431861538137,0.07793808430080373,0.015839028626241525,0.016014975699999434,0.03073963461887553,0.007219869238849115
2017-09-06,0.08643348615988955,-0.005017483071814601,0.049761984723774626,0.09747925805852753,0.012717383040354297,-0.000946980415053082,0.01821982531966456,0.0021987379288563756
2017-10-05,0.0017546946696857353,6.907696699035338e-05,0.09108212522533266,0.06860077452306823,0.07064442085707029,-0.004850577155997532,0.015579864128039928,0.0009149565674721722
2017-11-03,0.008412602832812276,0.0004898660249715121,0.0015943994788073176,0.015609978685826944,0.022014240633745723,0.12769186115113204,0.005618552715576774,0.0367745504010702
2017-12-05,-0.012810182238651477,0.09145177337539927,0.04372036991646816,0.0002594275091658308,0.021981711512190163,0.20672961223810302,0.0006982747457606535,0.09142733374463392
2018-01-05,-0.010088536407382134,0.06045499582237052,0.03500056152504677,0.007907849636083502,0.016718953002341663,0.27116316788035616,0.0034448756492793157,0.04319820960204452
2018-02-06,0.3039499588967729,0.163744041538967,0.08695936277386566,0.04880687710303617,0.03342516460213275,0.11491824330809854,0.0004957262469816209,-0.010407202693162797
2018-03-08,0.22317995071160374,0.0538049607492234,0.08610690291377628,0.0349292977638164,0.08043401588145042,0.12791198074571652,0.016743146095478393,0.020475819378186155
2018-04-09,0.09275343127024999,0.04932972320970958,-0.01342885244794949,0.01279524007076941,0.008451789901926887,0.06422611066522042,0.13318595930975508,0.0047635589513453785
2018-05-08,0.11560832937342859,0.02041041263231431,-0.009309419935553799,5.647335384691598e-06,0.0006915724260808565,0.08626685597289471,0.10499659658205175,0.0005756697741412051
2018-06-07,0.088165695347769,0.0015740069795964148,-0.006180088219201514,0.00017916152067049446,-0.00194274393764853,0.11436246065372582,0.14199893970601862,0.0045675212881997485
2018-07-09,0.056483410547021065,0.0303684601172777,0.0142436211872104,0.0005624535927187664,0.04324605989220925,0.03537634773191364,0.18238846933324504,0.0038774341501867475
2018-08-07,0.12119986474255426,0.03994121474896358,-0.0017171854056563499,0.0003081650149415595,0.008618732846291324,-2.250911060404315e-05,0.13955536968358798,0.0014706522214132291
2018-09-06,0.06399301745746076,0.015602045537873737,-0.00018223413159117755,0.003733017454989267,0.03392427713885324,0.011638888597185685,0.2193979052119881,0.02590179521584668
2018-10-05,0.0728159124027542,0.021725307946650372,0.17337809680005117,0.05503948939304281,0.12107885640598635,0.0015760239875612912,0.05406506977155994,-0.00036951475628081845
2018-11-05,0.021489977614294397,0.012764578678950995,0.1880363203401704,0.0487579339710813,0.16475739745285478,5.1218134814294856e-05,0.00011929730492960162,0.007618391133156074
2018-12-06,0.06392773107104585,0.3552375370531304,0.018689753065558187,0.0013781300402202037,0.17908166547988846,0.0029810524359737503,0.0007671549270075465,0.0003557836792834179
2019-01-08,0.08023086477983826,0.0007521984945801924,0.008812875798596334,0.012861118003951452,0.4207573625493003,0.02658154607938976,0.09667070706026781,-3.305822890846177e-05
2019-02-07,-0.006076150110625374,0.2901239739339419,-0.0017296663559804098,0.0023941763339062816,0.2941835213899651,0.045577621804052296,0.02096625507876861,-0.0017380882665182973
2019-03-11,-0.021862960398856043,0.3017600103746613,-0.002867461230989979,0.009567563439608481,0.22254249728455697,0.10888657820056208,0.007862070485348394,0.004534940612408233
2019-04-09,-0.019513974664453218,0.23173004400500755,-0.0020956917373810106,0.020337443024557048,0.18318110092429293,0.14720691737005892,0.014744997550222128,-0.0002820696108812489
2019-05-09,0.01634709838484812,0.07877365666062067,0.04360786243434114,0.04421484057099937,0.094420338910285,0.13858579337000917,0.006791761820232583,0.02181756204655829
2019-06-10,0.001041783084021414,0.005431931178107534,6.439742060394192e-05,0.010959895047625215,0.2862665884535049,0.14446337337714013,0.009544048024172977,-0.0001702899135162666
2019-07-10,0.00048315303635434976,0.001582078567841861,0.02599057375029533,0.017268793637781332,0.1532337639880141,0.06392345264955795,0.00010895739771411302,2.7426257638348896e-05
2019-08-08,0.028556865058699893,0.00550022164331151,-0.0037086613757718488,0.046398213461910885,0.20229003744892476,0.13747021168375023,-0.004152068921157157,0.0007137554537611551
2019-09-09,-0.0006109041608379021,0.03765715431013,0.08136951025755867,0.0013997768860650648,0.0474314711965192,0.06834437046914014,0.0025518037700175953,0.006320677958951072
2019-10-08,-0.00515178242026393,0.09748668433095145,0.14234796027710694,-0.00033645138978298804,0.0010047007188508075,0.012703879891077463,0.0004902269802366904,0.0043593490455827635
2019-11-06,-0.001982300357210469,0.1425678886466469,0.15885379123185622,0.0016017664831890176,0.005473072899539942,0.035493847584571706,0.00024006329995609227,0.007379675743806612
2019-12-06,0.00698243919717704,0.07267734239323502,0.12991459072005543,0.06936938476192986,-0.0020449363606327505,0.06752499073562908,0.0011568322911266204,0.004930355589978162
2020-01-08,0.020112634763188066,0.035853614161076,0.1397680254099588,0.04948894543145563,0.0001585833718198568,0.01765090875462135,0.010897076018725731,9.87631945569786e-05
2020-02-07,0.017940516220077595,-0.00010333854822119357,0.10698452266397131,0.3481188316516138,0.008702361638036744,-0.007846907033078452,0.028786335276403497,0.011712073088604266
2020-03-10,0.2691719770475031,-0.004447599435469184,0.045935824400662954,0.1231196524155864,0.03957858814976008,0.005831485097803822,0.0002858527123536887,0.007235269266795404
2020-04-08,-0.053755003798714215,0.631001419467698,0.202671230463838,0.05124237993749286,0.04479928362177871,0.008971154543911744,0.0051391025442383345,0.007959995602211233
2020-05-08,-0.08608878692009006,0.46644496743298414,0.24686082127922948,0.006866881972067303,0.05826088634961924,-0.0016240486804625824,0.1304261861125697,0.012972578255550779
2020-06-09,-0.0958779411698381,0.4927855235108158,0.2385472468825531,0.0012050119224456782,0.04486976263333706,-0.0022384825296647734,0.11432961662618703,0.013273532858930603
2020-07-09,-0.03358445801117377,0.3527595245832792,0.034053786067729956,-0.006070281147062118,0.005425215496321882,0.06803436967504302,0.09010175100199419,0.020683760097539635
2020-08-07,-0.013214566112837006,0.34105848102841674,0.01625572240740859,-0.003130663665117413,0.004308198056179037,0.07893206666802777,0.07805361278280179,0.03338482061743801
2020-09-08,-0.08093834150971634,0.5494242204568027,-0.019878214666563792,0.0665544141312049,0.012912927736570554,0.022091376817929262,0.17047698562644747,0.017513349145607905
2020-10-07,-0.008249371450129052,0.253459972791487,-0.0008852646001733357,0.00507325791335063,0.0018256114020600775,0.05507956263245059,0.16691833755921864,0.1504973313837723
2020-11-05,-0.0527642317066571,0.4014315268428804,-0.029759821328461687,-0.0017453322034728365,-0.0039158044276464705,0.07213272221223928,0.1566378018972762,0.0724782687325136
2020-12-07,-0.015176750118847917,0.2857414663831638,0.007455981731437973,0.009604802871914253,0.0001993098299521276,0.028140182553456374,0.12804070170127504,0.06903304479772611
2021-01-07,-0.020104285287971767,0.25920379454157266,-0.005051548787386861,-0.0038684290960883418,-0.0017987086588049366,0.07314280897797254,0.1435648788159408,0.058091643686808296
2021-02-08,-0.004459041570316549,0.21710459027072604,-0.007984683263449189,-0.0006968108539654259,-0.002251219174490139,0.08405611820614668,0.12409386587691718,0.03109022438124116
2021-03-10,-0.01873724291424509,0.17933849694240092,0.12090592373788031,-0.0027935019953226857,0.040326111448361256,0.027471499946336395,0.05290686275276766,0.0018723736316457083
2021-04-09,-0.009316055559687968,0.08142731479160194,0.26983078382652287,-0.0040996932212073725,0.019988414225357617,0.08634469067823158,0.034652691569729714,-0.0006125549700706514
2021-05-10,-0.0042533259625519276,0.03815872040820528,0.3627780161165919,-0.003854424087148397,0.040316905990208,0.07026984784479132,0.03941594777918234,-0.0007665607828892698
2021-06-09,5.683130019129716e-05,0.028116774564477986,0.3592877279432126,0.009523949424327861,0.06881214800649162,0.060892386250476896,0.08646688997617619,0.0023254414678060297
2021-07-09,-0.04344216511235529,0.0581621408899727,0.1322404543375585,-0.02271446975031876,0.2469281738282292,0.09734431081413684,0.16882819990027406,-0.03039070026424484
2021-08-09,0.02387413170890771,0.018440734050442227,0.17248328456596052,-0.014365794501548573,0.20401044729990095,0.07007551638599739,0.05194286498432582,-0.0020596854514395905
2021-09-08,0.03563800169594997,0.040574212615705506,0.03573898974120302,-0.006095750615865489,0.08619660763008868,0.08194915131011113,0.11464137355303618,0.025771746906256086
2021-10-07,0.014635008839003906,0.015497398118305835,0.09742905124389041,-0.007292650419255665,0.06147474815953914,0.08054489935450208,0.047010052466529575,0.04874184096895606
2021-11-05,0.01794281772493847,0.031246367091336737,0.04338284123120198,0.019875771310708126,0.1600617527421649,0.0005942890581087221,0.052369434994750504,0.010007468445380889
2021-12-07,0.1232684120295066,0.056373772177969954,-0.0036366987026504897,-0.0015906012345820015,0.21625874576026682,0.03550672209514838,0.03221458820611668,-0.0010099120572421778
2022-01-06,0.01876038541980402,0.1498479284240979,0.012764043307181352,0.0005580826523673554,0.003747249021939444,0.060911067782468235,0.0362329851719304,0.018596635456943376
2022-02-07,0.050536422456359704,0.11014021857261805,0.017159003236355597,0.01771208958919055,0.0711449637844374,0.014622557812542474,0.001528016067922226,0.01635364320975983
2022-03-09,-0.0021914071534793636,0.16483713202678174,0.03288097346447057,0.009192293075021478,0.010219761908658578,0.014174068525871063,0.0024124371222802783,0.008214635588763116
2022-04-07,0.07582894915898092,0.28491101470659724,0.014388998455771969,-0.00023454862210140685,0.0533296094337173,0.05108095235524726,0.013337548715296754,0.004990007364258035
2022-05-09,-0.0036206610483310044,0.11885543415118162,0.302512974648373,-0.02637692728844775,0.0816643543004088,0.15725751963742973,-0.0025619821794062693,0.06232010080365888
2022-06-08,0.14683362787282486,0.0061149808371566295,0.20268089781111467,0.05530353123321886,0.11578368559596398,0.011163856935336103,0.006137188178658687,0.10589928694713244
2022-07-11,0.028603921476502252,0.056239091301381765,0.28655340432127246,0.033489674195732615,0.048060807941886836,0.028107775993703097,0.012651387448729018,0.07640955038414456
